class,text
1,@jokowi Tolong renovasi sirkuit. Sentul supaya bisa buat balapan MOTOGP di tahun 2017.
1,"bapak presiden indonesia,,,,!!!!! 
tolong betul-betul di control pembangunan proyek bajayu di sumatera utara,  https://twitter.com/jokowi/status/693051292785086464 …"
0,"@PartaiSocmed 

Pak @jokowi tolong jawab
Dimana letak kerjasamanya. Gak ada khan?

Itu akal2an. Itu kita kasih kerja orng china namanya"
1,Pak jokowi yang terhormat bgaimna nasib ptani karet ? harga dari 15 rb turun sampai 4 ribu. tolong prhatiannya untuk ptni karet pak @jokowi
0,@jokowi pak tolong pak bantu sepak bola indonesia masak kita kalah sama timor leste yg punya liga malu pak indonesia ni negara besar
1,@jokowi setuju pak Presiden. Mohon juga aspirasi masyarakat Bali terhadsp penolakan relklamasi oleh PT TWBI berakibat bali lose island.
1,Pak @jokowi Mohon diingatkan menteri @yuddychrisnandi yg tak satu visi dgn anda. Jangan bubarkan BOPI yg berhasil membuat mafia bola sekarat
0,"Pak presiden @jokowi mampir pak ke gunung kidul,mohon perhatian kami anak negri yang berkarya lewat film.trima kasih"
1,@komnas_anak @jokowi @aniesbaswedan @YohanaYembise Tolong ini SANGAT MELANGGAR... pic.twitter.com/NX7umFjS0Y
1,"Saya mohon pak @jokowi, ""segelintir"" masyarakat Bali ini didengarkan aspirasinya. Terima kasih. https://twitter.com/forbali13/status/693073553940348928 …"
1,"Dari Rp15000 ke Rp4000… Pak Jokowi, Tolong Dengarkan Jeritan Petani Karet http://metro-online.co/dari-rp15000-ke-rp4000-pak-jokowi-tolong-dengarkan-jeritan-petani-karet/ …"
1,"@jokowi pak Jokowi , tolong kereta listrik cepat agar bisa Dari Jkt sampai ke Bali, biar mengurangi polusi"
0,@AdibHidayat @ForBALI13 @JRX_SID @rudolfdethu @gendovara @jokowi mohon d dngar. Pakde
1,"@jokowi tolong dibina menteri KKP, urus sesuatu secara prof , bukan balas dendam!!! Tks"
1,Mohon dukung #JakartaTolakReklamasi juga Mas. Dua pulau sudah jadi tanpa penuhi syarat AMDAL dan Zonasi. @jokowi https://twitter.com/dandhy_laksono/status/693062071538200576 …
1,Tolong diperbaiki pak @jokowi @KemenPU @LAPOR1708https://twitter.com/OfficialiNewsTV/status/826208262190092288 …
1,Kenapa ya @pln_123 sering matikan listrik Tarakan?  Ada masalah atau gimana ya?  Tolong kami dibantu pak @jokowi #TarakanKrisisListrik
1,@jokowi pak jokowi presidenku mohon maaf seribu maaf saya tki tak bisa menerima perkataan fahri hamza yang menyebut tki pengemis
0,"Tolong Tanya pa Amien, siapa sih yg merubah UUD45 shg kata ASLI dalam syarat menjadi presiden, hilang
Akibatnya negara jadi kacau gini https://twitter.com/anti_densus88/status/826178731727212545 …"
0,"@jokowi Assalamualaikum Bapak Presiden, mohon berkenan ucapkan sepatah kata untuk mengecam teror biadab ini. Trm ksh"
1,pak jokowi saya minta tolong ppak  saya gk bisa bayar biaya persalinan
0,"maaf, saya tidak seperti Ahok, biasa caci maki dengan kata kasar, tolong jangan libatkan saya"
0,@riskysyawal hal yg sangat berharga adalah hidayah maka mohon lah agr kt sll diberi hidayah insyaAllah aamiin cc @jokowi @aagym
1,Mt Pagi Pak Joko Widodo Yth. Tolong Keluarkan KePres Pengangkatan K2 Honorer menjadi PNS tanda mengikuti tes. Terima kasih
0,5.pak @jokowi Tolong contoh pak @ridwankamil pemimpin adem bertangan dingin mengayomi warganya dgn sabar
1,#closethezoo kok bisa ya binatang diperlakukan seperti ini @jokowi TUTUP! pak mohon di tutup. Close the zoo. pic.twitter.com/pkbPiyyjvn
1,"jgn di cabut subsidi listrik yg 900 VA kasihan rakyat kecil semakin menderita,tolong pak presiden"
1,@jokowi harta angel yg paling berharga satusatunya untuk hidup dan sekolah angel di rampas dengan kejam oleh citilink.mhn bapak tolong angel
1,"@jokowi pagi pak!saya angel umur 13 tahun,rakyatmu yg di zolimi citilink indonesia.bpk mohon kesediaan bapak utk menemani angel ke citicon?"
0,"► #CATAT : Saya tidak pernah belain habib Rizieq / siapa pun. Apalagi FPI. Cuma yg hanya koreksi sepihak, mohon koreksi pemerintah yg detaiL"
0,"Ingat pak @Kemenag_RI yang memberikan perintah Dakwah bukan Pemerintah, yang perintahkan itu Allah SWT. Tolong lah pak yaaa "
1,"@jokowi pak,FPi sdh ditolak dimana2 oleh rakyat Indonesia,mohon ketegasan pak agar segera dibubarkan FPI,tangkap Rizieq dkk yg ganggu NKRI!! pic.twitter.com/wnJyNqSnCP"
0,@jokowi pak tolong donk.ms sy plng kmpung hrus kpulogbng.yg jauh dri tmpt sy tingl.kbjkan ngwur pak. @BudiKaryaS ..
0,"7   )    aku   mohon  pak ,  aku  mohon   pak .   Terima  kasih    pak           @jokowi pic.twitter.com/UB0Z2C9p6W"
0,"6   )    aku   mohon  pak ,  aku  mohon   pak .   Terima  kasih    pak           @jokowi pic.twitter.com/HpmxHlGKgj"
1,"http://mediasurya.com/gila-menteri-pendidikan-nilai-orang-ntt-bodoh/ …
@jokowi @Kemdikbud_RI @mediaindonesia @KompasTV
Mohon klarifikasi pak @muhadjir_ef"
1,@jokowi Pak President mohon bantuan u/ pembuatan paspor dipersulit krn pendaftatan http://antrian.imigrasi.go.id  tdk bisa. Rakyat dipersulit dgn sistem yg masih error terus.
1,Terutama di daerah DIKNAS KAB.CIREBON masih banyak GURU2 memanfaatkan uang iuran & uang gedung sekolah mohon bantuan kepada bapak presiden Jokowi untuk di tindak lanjuti
1,"Ayo pak jokowi terus dukung kopi kuliner, dan kami info ke bapak presiden katay sekolah2 negeri gratis iuran SPP, uang gedung sekarang malah harus bayar kami mohon petunjuk dr bapak jokowi"
0,"http://www.teropongntt.com/puluhan-wartawan-asal-ntt-di-bali-minta-menteri-pendidikan-dicopot/ …
@jokowi @Kemdikbud_RI @mediaindonesia 
Benar/tidak, Mohon klarifikasi atas berita ini."
1,"Selama ini bayar pajak & memiliki badan hukum pt, kami mohon atas kebijakan pak presiden joko widodo utk menindak tegas perbuatan itu"
1,"Untuk @DivHumasPolri, mohon segera tangkap si penghina presiden."
0,"Terus klo anda bilang bgtu apa anda sudah merasa benar??
Dan apa kebenaran yg anda katakan itu bisa menjamin anda pergi dr dunia ini dg khusnul khotimah?apa ada yg menggarangsi untuk itu ? Mohon d renungkan."
1,mohon untuk diawasi super dana PNM dr pemerintah sy mencium bau penunjukan langsung dg nilai puluhan Milyar atau bisa lawan nya dibuat fiktif
1,@DivHumasPolri tolong dicek lta2 nya si busuk ini yg sudah menyebar HOAX serius melibatkan pemerintah
1,"@jokowi tolong bantu Pak ketum dan sekjen serikat pekerja danamon ini Pak, beliau2  berjuang demi kami karyawan kontrak Danamon hingga mendapat pesangon , beliau berjuang tanpa pamrih Pak presiden , entah apalagi yg bisa membantu beliau 2 ini Pak, mohon b"
1,Pak @jokowi tolong perhatikan masalah NYIA di Kulonprogo pak. Itu masalah ruang hidup warga pak. Buktikan reforma agraria yang bapak gadang2
0,"Km kok tega BKN spt itu,presiden loh org baik knp km bs seperti itu..org yang berbuat cabul dan lari dari jerat hukum itu yang km anggap nabi..mohon ampun sblm km mati"
1,Tolong @DivHumasPolri yang kaya gini di tertipin. Masih ajjh presiden buat candaan. pic.twitter.com/PnL4F9o810
1,@LaolyYasonna pak menteri saya mau perpanjangan paspor di imigrasi kelas 2 cirebon kok do persulit mohon pencerahan yach
0,"@jokowi ....Rocky, tolong simpan imajinasi MU untuk merubah negara...nga akan bisa."
0,"Salah satu alumni 212 yang tidak hadir saat Reuni 212 adalah Jokowi, mohon maklum adanya buat para alumni lainnya ya."
1,"Tolong Kami Karyawan
PERTOKOAN MANUKAN TAMA
surabaya, Coblosan PRESIDEN tgl
9 april saja kita KERJA
(08:00-21:00). kalau gak percaya,
SURVEY TERJUN KELAPANGAN
LANGSUNG"
1,"Pak @prabowo, pak @jokowi siapapun dari bpk2 yg nanti jadi presiden 2019 tolong krl @CommuterLine diperbaiki."
0,Pak jangan upload Poto bngun infrastruktur terus?tolong fokus perhatian daya beli masyarakat yang makin lemah?
1,"Sekedar saran.
Buat presiden dan kpai.
Mohon bapak presiden mengunci akses internet yang berhubungan dengan... http://fb.me/4R6hBNJ2Z "
0,BLOGEZINE Husam mohon presiden PAS Hadi Awang batal pemecatan: Bekas Naib Presiden PAS… http://goo.gl/fb/2Snc7c 
0,Husam mohon presiden PAS Hadi Awang batal pemecatan - Click Read More http://malaysianreview.com/162751/husam-mohon-presiden-pas-batal-pemecatan/ …pic.twitter.com/2qtIlTkg1b
0,"@jokowi selamat pagi pak , mohon di lihat kami e book dari bali http://www.tantrazcomicbali.com  / http://bit.ly/TantrazApp  / http://bit.ly/tantrazios "
1,presiden mohon menjamin hak konsitusi dari warga Negara  @tvOneNews @Metro_TV 150 #savemoyeba
1,presiden mohon mengembalikan hak konsitusi  masyarakat Moyeba @hariankompas @detikcom 150 #savemoyeba
1,"pak tolong bantu kami pak,karna tidak ada lagi pemerintah setempat yg peduli dgn laporan kami,padahal ada bukti dan saksi banyak"
1,mohon di jadikan perhatian kasus di klaten ya Ibu Menteri : https://www.facebook.com/KOMPAScom/posts/10154377751516535 …
1,"pak presiden/pemerintah, tolong kembalikan di televisi untuk anak seumuran kami ^_^ pic.twitter.com/PhO3KUmopP"
0,@KemenBUMN Mohon Maaf terlebih dahulu saya sampaikan atas kelancangan saya yang telah mengganggu Iu Menteri.
1,@jokowi pak mohon di tindak kepala desa kami yg merasa seperti raja yg sewenang2. Kami yg bukan pndukung dispelekan. PADAKATON KTG BREBES
1,"@jokowi 
Pak Presiden Jokowi.
Saya mau minta tolong, karena rumah peninggalan orang tua kami diserobot oleh pemerintah kota Pekalongan,"
1,Saran ke Pak @jokowi . Pemerkosa di bwh umur ke anak kecil mohon hukumannya jg dibebankan ke ortu nya. Spy ortu nya ikut tg jwb
0,Husam Hantar Surat Kepada Presiden PAS Mohon Batal Pemecatannya http://bit.ly/25nTNCg 
0,Husam hantar surat pada presiden PAS mohon batal pemecatannya - Malaysiakini (caruman) (subscription) http://fb.me/7NX7EHXg7 
1,"Demi persatuan bangsa, mohon agar Presiden Jokowi turun tangan @pramonoanung @HusniKamilManik 150 #savemoyeba"
1,"@jokowi @Pak_JK @KPK_RI Mohon investigasi proyek rel ganda(DDT) Manggarai, banyak tindakan kriminal aparat berlindung dibalik pembangunan"
1,"@jokowi @Pak_JK @KPK_RI Mohon investigasi proyek rel ganda(DDT) Manggarai,bnyk skli tindakan kriminal aparat berlindung dibalik pembangunan"
1,"@jokowi @Pak_JK @KPK_RI Mohon investigasi proyek rel ganda(DDT) Manggarai, sngt bnyk tindakan kriminal aparat berlindung dibalik pembangunan"
0,"@jokowi  pak jokowi minta tolong bantu untuk mengenal ciri khas lagu"" dari genre rock, selow rock, dangdut, pop dan keroncong pak"
1,Baca dah @saidaqil @sahaL_AS @na_dirs. Pak @jokowi @wiranto1947 @DivHumasPolri @Puspen_TNI Tolong Bubarkan NU Garut. Ormas Intoleran. https://twitter.com/NetizenTofa/status/927578075633565698 …
1,@jokowi @DivHumasPolri @Puspen_TNI Tolong Ormas NU Garut Dibubarkan. Karena Ormas Intoleran nih. @saidaqil @sahaL_AS @na_dirshttps://twitter.com/republikaonline/status/927435520480763906 …
0,Gw punya flazz.ternyata gak bs isi lewat indomart atau teller.jg gerbang toll.untung kemarin di tolong orang di atm bca untk top up.wong gw gak ada rek bca.trus kepriye ngono kui...
0,Keturunan nabi bukan kayak rizik.  Kali.memang silsilah ada keturunan nabi tolong buktikan..  Kalo terbukti juga kami percaya..  Ajaran nya
1,"@plnpekalongan tolong pak @jokowi dan @pln_123  petinggi PLN Pekalongan diganti saja,mati lampu sampai berjam-jam.."
1,Bung @fadlizon tolong diminta KPK dan BPK mengawasi pesta pernikahan putri Presiden.. Itu menggunakan fasilitas negara atau tidak..
0,Semoga tolong dibuktikan tdk menggunakan fasilitas negara...
0,gimana kalo kita minta tolong banser untuk mengungkap kasus ini
0,"Tak semua perusahaan hitung anggaran riset sebagai ""investasi"". Jadi, saya harus betulkan kata-kata dalam gambarnya. Mohon maaf. pic.twitter.com/fHKLfnZWBu"
0,Tolong pak @jokowi  ini gabenernya banyak dibimbing @aniesbaswedan makin ngaco soalnya...
1,@jokowi @KSPgoid mohon RI-1 berikan informasinya spy @kpk kerja cepat @ILC_tvOnenews @karniilyaspic.twitter.com/NJ0SoQOVK4
1,Tolong Pa @jokowi saya sudah tidak tahu harus melapor pada siapa lagi. @Telkomsel lepas tangan @CIMBNiaga minta dilunasi tagihan cc nyahttps://twitter.com/ingchuen/status/910017108896972805 …
1,Akun ini tlah menghina Kepala Negara Cc @DivHumasPolri @CCICPolri @Puspen_TNI tolong segera di tindak. Terima kasih 
1,Tolong @jokowi ada wargamu yg kena tipu mobile banking dan setelah lapor sana sini 45 hari kemudian tetap saja masih dikenai wajib bayar cc https://twitter.com/ingchuen/status/927577172906196992 …
1,Mohon bantuan pak @jokowi Melindungi  hak pejalan kaki di JKT! #SeriusPelari ?Cc: @DKIJakarta @DivHumasPolri @BIN_Official @DPR_RI @DPDRIhttps://twitter.com/Metro_TV/status/927501994624823299 …
0,"Salam Encik Perdana Menteri, penduduk Pulau Pinang menderita banjir tak tolong ke ? Harap MCA je ke yg bantu ? https://twitter.com/NajibRazak/status/927162086693617664 …"
1,Empat Lawang Mencekam! Tolong Kami Pak Gubernur Dan Presiden Indonesia - http://www.suarasriwijaya.id/empat-lawang-mencekam-tolong-kami-pak-gubernur-dan-presiden-indonesia/ …pic.twitter.com/ncoc57CiIf
0,2) Apakah benar Pemerintah akan terbitkan Perpres terkait ASN ? Mohon penjelasan lebih detil  Perpres tentang apa itu Pak ?
0,"Pak @jokowi tolong pak. Jika kami hrs meregistrasi ulang kartu dgn menggunakan no. Penduduk atau KK, setdknya selesaikan masalah e-KTP dulu"
0,@Kemdikbud_RI mohon dibaca bpk menteri yg terhormat @muhadjir_ef
0,"saya tidak percaya bro Freeport PHK pekerja secara sepihak. soalnya pak jokowi ud bolak balik loh ke papua. pake motor plus hujan hujanan pula. beritanya ud dr tahun kemaren itu pak jokowi pasang badan buat ngambil Freeport.
Tolong kasih berita yg bener bro biar tdk dikira hoax https://twitter.com/andigoo7/status/991177031525122049 …"
1,"Pemilu masih tahun depan, masa kampanye pun blm dimulai. Di bekasi utara sudah ada angkot nomor K15A sudah ditempel stiker JOIN (Jokowi - Cak Imin) di kaca belakangnya. Mohon ditindak lanjuti @Bawaslu_RI_"
1,ASMW. PAK PRESIDEN RI DAN MENTERI PARIWISATA TOLONG BANGUN PULAU MENTAWEI SUMBAR YANG INDAH SUDAH DI AKUI PENGUNJUNG ORANG ASING YANG WISATA KE PULAU MENTAWEI GELOMBAMG LAUD INYA 2 INDAH NYA UNTUK SELANCAR SEDUNIA JGN DI ABAIKAN KEMASUKAN NEGARA DARI WISAYA https://twitter.com/jokowi/status/991167220867678211 …
1,"Usut tuntas proses hukum sembako maut ini, yg di mna panitianya adalah para pemuja @jokowi 

Ibu korban mninggal : ""mohon di usut tuntas pak, saya orang miskin, nyawa anak saya tdk ad yg jual, anak saya terinjak-injak saat rebutan sembako""

#SembakoMaut
#2019GantiPresidenpic.twitter.com/RHjiss4vJ0"
0,"Tolong ente jelas kan
Maksud ente apa ?"
1,Jika ini benar Dirjen Imigrasi perlu di copot.... Dan tolong sindaknya pakai Anjing Pelacak... @jokowi  https://twitter.com/mkhumaini/status/991331161799512064 …
1,Asalamualikum pak jkw aku mohon jadilah perdiden yg penuh tangung jawab kenapa sekarang indonesia setelah bapak jadi pesiden semua harga merokettttt aku rakyat yg dism di luar negri mau pulang Indonesian suguh terjejut dulu th 2001 ruma harga 50jt pun ada sekarang ancur miah
1,"Pak Presiden yang terhormat
Tolong pak. https://m.facebook.com/henk.makan2?lst=1016070778%3A1016070778%3A1525215305&fref=nf&pn_ref=story&ref=bookmarks …"
0,tampaknya dari awal sdh niatnya menebar fitnah. buat kekacauan. pak @jokowi kasian anda dikelilingi dengan orang2 spt itu. dan lbh kasihan lagi anda yg menikmati peran anda saat ini. prof @mohmahfudmd tolong ingatkan beliau.
1,"Ini sudah Penghinaan kepala negara,tolong ditindak lanjuti @DivHumas_Polri @BSSN_RI @CCICPolri @GunRomli @BareskrimPolri @jokowi @GRAND_ARYA 
@muannas_alaidid"
0,"Pak president yang saya hormati,bisa bantu saya tidak pak?saya ingin mendonorkan ginjal saya pak,untuk membayar hutang,karena himpitan ekonomi pak,tolong di bantu ya pak,terima kasih."
1,"""@PanjaitanTonex: @jokowi Pak presiden @jokowi tolong dibaca tuntutan kami buruh dari Timika #korbanphkfreeport
http://seputarpapua.com/utama/item/2972-ini-tuntutan-spkep-spsi-mimika-di-peringatan-may-day.html …"""
1,"#haripendidikannasional 
pasal 34 UUD 45 : ""Fakir miskin dan anak - anak terlantar di pelihara oleh Negara""
Tolong utk Pemerintah lebih peduli dan jgn abaikan Hak-Hak mereka dgn mengurusi hal yg tidak penting. sedangkan mereka adlah rakyat Indonesia jg."
0,"jadi kalau ada yang masih teriak Jokowi anti Islam tolong jangan bawa-bawa Islam lagi, saya Islam tapi saya tidak merasa pak Jokowi membenci saya
#DiaSibukKerjahttps://twitter.com/MurtadhaOne/status/991243874138963968 …"
0,@jokowi tolong didik cebong3 taati putusan hakim bukan taati hoak. Ajari tuk minta maaf dah pake duit  ngemplang plus duit rakyat plus duit dan haji babak belur carut marut tekuk lutut di meja hijau!! Mending pecat menteri bloon loe trus banding tarung ul
1,@Citilink penerbangan ke Surabaya di pending dari 19.30 menjadi 05.00 besoknya. Kami diinapkan di hotel terdekat tetapi kami tidak mendapatkan kompensasi 300.000 / orang. Bukannya itu sesuai dengan peraturan pemerintah ya? Mohon ditindak lanjuti.
0,"PakJokowi Presiden RI,mohon bantuan Pak Presiden utk ank saya Lusi supaya menjadi Polwan"
0,"Presiden kok ngeluarin banyak keputusan yang ga dibutuhkan rakyat kecil, berarti rakyat kecil juga ga butuh presiden macam itu. Tolong pembela presiden jangan bikin keruh suasana dgn membela membabi buta. Masa yang kaya gini mau 2 periode? Kasian rakyat kecil bos!"
1,Kepada Yth Bpk Presiden @jokowi Tolong dihapuskan tenaga kerja outsourching krn byk merugikan para pekerja tetap dan pekerja yg bekerja dibwh outsourching sendiri @KemnakerRI @detikcom @Metro_TV @antaranews @Reuters @TIME @nahdlatululama @nu_online @GPAnsor_Satu @Banser_CyberNU
1,"Saya sbagai rakyat indonesia berpsan kpda presiden pak jokowi,tolong pak bubarin ormas yg bikin rusuh.p4esiden harus tegas dmi prsatuan NKRI"
1,"@jokowi : mohon d bangun lapangan pekerjaan d wilayah kab.oku sumatera selatan pak, msh trllu bnyk tingkat pengangguran."
0,"Paspampres juga gaa akan izinin demi keamanan Presiden, Bib...  Anda halu! Tolong sadar diri sebelum Anda makin mencoreng agamamu sendiri."
0,"@jokowi saya mohon Demo damai 2 desember 2016 jangan terjadi lagi. 
Islam ingin baik dipandang dunia no demo lagi. Tangkap Riziek habib."
1,Pak @jokowi @Pak_JK mohon dilihat link https://m.facebook.com/story.php?story_fbid=10155492837148012&id=132338668011 … @Metro_TV @CNNIndonesia @liputan6dotcom
1,Pak @jokowi tolong segera bubarin ormas2 yg anti Pancasila. Biar org2 ga kurang ajar kyk gini. https://twitter.com/WahhabiCC/status/799724818941628416 …
0,"Pak @jokowi pasti bpk sdh tau siapa2 org yg mw negeri ini hancur, pak tolong jgn anggap remeh mereka jgn diam, skali2 beri mereka pelajaran"
1,"@jokowi @Pak_JK
Mohon di check.

https://www.facebook.com/Pradipta.Martana/posts/1791578021115135 …"
1,"Yang Terhormat Kepada Pemerintah Kota Banda Aceh.
Mohon Klarifikasi Untuk Pelayanan Rumah Sakit yang ada di... http://fb.me/8x2HSNwbL "
1,"@jokowi paka presiden mohon diperhatikan masalah e-ktp, masa negara nggak mampu menyediakan kertas e-ktp utk penduduknya sungguh terlalu..."
0,"Mohon dukungannya kepada rekan-rekan semua, perkenalkan Bakal Calon Presiden Mahasiswa Unsil… https://www.instagram.com/p/BM94JTbjLVX/ "
1,"pak @jokowi tolong bebaskan pasuruan dari begal???stiap hari ada begal disini.
#pasuruandaruratbegal
#dimanaaparat
#savepasuruan"
1,"bpk jokowi mohon blokit situs video porno bokep mengganggu anak anak, pecat saja menkokinfo"
0,@jokowi pak presiden .. mohon beri saya pekerjaan pak .. saya sangat butuh pekerjaan pak .. buat menghidupi keluarga .. makasih
0,@Pak_JK pak wakil presiden .. mohon beri saya pekerjaan pak .. terima kasih banyak ..
0,@BudiKaryaS pak menteri .. adakah lowongan kerja buat saya pak .. mohon bantuan nya pak .. makasih pak menteri
1, mohon menteri pendidikan jawab soalan ni. Tak pon penggubal soalan tolong jawab http://fb.me/5IN5tHVxI 
1,Hak warga DKI utk dapatkan gubernur terbaik jadi terpangkas kalo terus2an seperti ini. Tolong dong Pak @jokowi. https://twitter.com/kangdede78/status/799600767556460544 …
1,Pak @jokowi tolong periksa aliran dana FPI dan MUI. @NajibRazak aja berani membuktikan pihak2 yg mw memakzulkannya dpt Titipan asing.
1,Kalau mau tolong @DivHumasPolri @jokowi pake UU TPPU dan Terorisme untuk ORMAS2 yang berusaha merusak persatuan NKRI ini.
0,Happy Ied Mubarok Pak @jokowi mohon maaf lahir dan bathin ya.
0,"Minal Aidzin wal Faidzin Pak Presiden, @jokowi. Taqobbalallahu Minna wa Minkum, Mohon Maaf Lahir & Batin. Semoga keberkahan menyertai Bapak."
0,Mohon maaf lahir bathin Pak Jokowi.  Semoga Bangsa Indonesia selalu diberikan Rahmat dan Hidayah oleh Allah swt. Aamiin YRA
0,"@igun_nel1 @jokowi @JimlyAs @kangSantryyy @KitabHikam @Lizamuddinkafie @kangakib @maman1965 @AMbahwi
Mohon maaf lahir batin "
0,"*Selamat Hari Raya Idul Fitri 1438 H*

*_Minal Aidzin wal Faidzin_* *Mohon maaf lahir dan Bathin*  _"
0,Selamat idul fitri mohon maaf lahir dan batin. Terima kasih Indonesiaku. Kita bisa jadi bangsa besar yg beradab...terimakasih presidenku
0,Amin mohon maaf lahir batinn pak jkw..
0,"@jokowi Mohon doa dan ""Dukungan"" Pak Jokowi agar kami terbebas dari kesulitan ini, semoga apa yg menjadi hak kami segera cair..."
0,Mohon maaf lahir dan batin pak presiden
0,minal aidin wal faidzin mohon maaf lahir dan batin yaa pak @jokowi
1,Pak @jokowi @Fahrihamzah @tribunnews tolong ditindak ini pak @ridwankamil @DivHumasPolri @tvOneNews @tempodotco @SINDOnews @MNCkoranSINDO
0,Minal'aidin walfaizin taqobbalallahu minna wa minkum mohon maaf lahir batin
0,Mohon maaf lahir batin
1,"cc pak @jokowi pak @lukmansaifuddin pak @wiranto1947 mohon menjadi perhatiaan, terima kasih https://twitter.com/DivHumasPolri/status/878561819358412801 …"
0,Pa tolong bayarin tagihan listrik bulanan rumah saya dong pa
1,"Pak @jokowi udah tau blm ya, sm menteri @lukmansaifuddin dan @Fahrihamzah mohon pencerahannya @Dahnilanzar"
0,"Demi Allah, sy & umat islam lainnya,  semakin membenci institusi ini. Pak polisi, tolong, jng smpai kemarahan umat mnjd tak terbendung lg"
0,Hahahaha emang ente pikir jokowi bisa lakukan hal bodoh kek gitu ? Tolong pahami jokowi didukung lbh dr 7jt orang loh haha
1,@divhumaspolri Ini yg tadi siang ngemis minta ketemu pak @jokowi? Tolong @DivHumasPolri @Puspen_TNI ditangkep aja nih org #TurnBackCrime_ID
1,"@jokowi @DivHumasPolri @_TNIAU @Puspen_TNI @tni_ad @_TNIAL_ ""Mohon di kaji,  tdk berbias Negatif hsl pertemuan tersbt, kami rakyt udh lelah"""
0,"siap pa, mohon bimbingannya agar kami putra dan putri bangsa Indonesia dapat selalu menjaga persatuan dan kesatuan.."
0,mohon doa dan dukungannya fi haha~ berasa mau nyalonin diri jadi presiden 
0,Pak Yasonna Tolong Jangan Benturkan Presiden dengan Umat Islam https://goo.gl/ZWRQLr pic.twitter.com/d6ZScmpgqp
0,"Skim cpt kaya ni anjuran Yahudi & rakan pembenci Bumiputra. Mangsa bkn saja 1MDB tapi Emirates pun kena, sebab tu Pak Arab Tolong Ajib!"
0,Selamat pagi. Mohon maaf atas keterlambatan respon kami. Dapat kami sampaikan pinjaman KUR merupakan program pemerintah (1) #Jakarta
0,Selamat pagi. Mohon maaf atas keterlambatan respon kami. Dapat kami sampaikan pinjaman KUR merupakan program pemerintah (1)
1,"Yth Ibu Puan @kemenkopmk .  Apkh pmrintah akn diamkn tyangan yg mmberi pluang kpd seorg artis asing plaku prostitusi utk mnjd role model&idola anak2&remaja Indonesia? Mohon prhatian khusus akn hal ini, Ibu Menteri. Kesmptn ke2 plaku prostitusi bkn di pnggung publik. Trima ksh. pic.twitter.com/7hfcPrvETY"
1,"Yth Bpk @lukmansaifuddin . Apkh pmerintah akn diamkn tayangan yg mmberi pluang kpd seorg artis asing plaku prostitusi utk mnjd role model&idola anak2&remaja Indonesia? Mohon prhatian khusus akn hal ini, Pak Menteri. Kesmptn ke2 plaku prostitusi bkn di pnggung publik. Trima ksh. pic.twitter.com/4Y43nS8rnU"
1,"Yth Bpk @tjahjo_kumolo . Apkh pmerintah akn diamkn tayangan yg mmberi pluang kpd seorg artis asing plaku prostitusi utk mnjd role model&idola anak2&remaja Indonesia? Mohon prhatian khusus akn hal ini, Pak Menteri. Kesmptn ke2 plaku prostitusi bkn di pnggung publik. Trima ksh. pic.twitter.com/pV3hexAVV3"
0,"Eh goblokk kalau jokowi itu ahoker , @saifulrachman32 itu udah masuk tong sampah per tahun 2018 ini...wkwkkk....tolong otak dan mulut @saifulrachman32 agak dijaga, jadi tau diri yah pak!"
0,PPP: Pak Yasonna Tolong Jangan Benturkan Presiden dengan Umat Islam. http://wismaberita.com/2018/01/ppp-pak-yasonna-tolong-jangan-benturkan-presiden-dengan-umat-islam/ …pic.twitter.com/FHgqC1JqdJ
1,Dan mohon disuarakan agar pemerintah tidak memberikan ijin ekspor konsentrat kepada Freeport sebelum kasus pelanggaran HAM terhadap pekerja dan semua hak hak pekerja baik yg Furlough maupun moker yg ada di PKB di selesaikan. Terimakasih pak @dedeyusuf_1
1,"Mohon Retweet! Ini hasil pantauan sementara PTUN HTI di Jaktim. Pantau trs & dukung Pemerintah untuk membubarkan ormas radikal HTI. Di harapkan kawan2 ikut hadir di PTUN Jaktim minggu depan. http://buletin.co.id/2018/01/04/tergugat-ajukan-duplik-atas-gugatan-hti-no-211g2017ptun-jkt-pengadilan-tata-usaha-negara-ptun-jakarta/?i=1 …
cc: @ruhutsitompul @muannas_alaidid @Syarman59 @WahhabiCC"
1,"Pak Presiden @jokowi , Pak Gubernur @ganjarpranowo , Pak Bupati @marzuqijepara , Kantor @provjateng , Kantor @jeparakabgoid , Kantor @PdamJepara1 , TOLONG DIBANTU DG AIR YG TDK LANCAR INI DESA KEDUNG MALANG KEDUNG JEPARA, Musim Hujan masih susah air. #JatengGayeng #kemalajatengpic.twitter.com/sqJEZn13Tk"
0,Pak Yasonna Tolong Jangan Benturkan Presiden dengan Umat Islam https://goo.gl/jkgT3d pic.twitter.com/N5jvDPXhsD
0,Di tendang trus minta tolong pemerintah bertindak...urusannya apa coba
1,Asalam mualaikm pak presiden saya warna indonesia mau tanya smpai kapan iktp segera berahir dan kapan kami bisa punya iktp apa gk ada jlan keluar nya tuk menanggulangi masah in mf pak bisa saya lancang sekali lagi mohon mf buat bpk peresiden mkasih wasalam https://twitter.com/jokowi/status/946980663026057217 …
